customer_id,snapshot_date,tenure_days,monthly_spend,support_tickets_30d,last_login_days_ago,churn_label,spend_per_ticket_30d,is_dormant_30d,region_east,region_north,region_south,region_west,tenure_bucket_new,tenure_bucket_growing,tenure_bucket_established,tenure_bucket_long_term
481,2026-01-26,782,30.62982598948156,2,54,1,10.209941996493853,1,False,False,False,True,False,False,False,True
482,2026-03-16,1032,30.253471085125874,1,85,1,15.126735542562937,1,False,False,False,True,False,False,False,True
483,2026-01-23,217,49.146215463806314,1,77,1,24.573107731903157,1,False,False,True,False,False,True,False,False
484,2026-03-13,385,59.93308992244023,1,88,1,29.966544961220116,1,False,True,False,False,False,False,True,False
485,2026-02-11,413,43.05395695217245,2,37,0,14.351318984057484,1,True,False,False,False,False,False,True,False
486,2026-01-21,433,46.05169738099825,1,10,0,23.025848690499124,0,True,False,False,False,False,False,True,False
487,2026-01-31,293,53.56761099436571,1,19,0,26.783805497182854,0,False,True,False,False,False,True,False,False
488,2026-02-17,67,30.4257184048056,0,30,0,30.4257184048056,1,False,False,False,True,True,False,False,False
489,2026-03-10,630,56.09538762619385,1,27,0,28.047693813096924,0,False,False,True,False,False,False,True,False
490,2026-02-24,429,57.290146455896206,0,18,0,57.290146455896206,0,False,False,False,True,False,False,True,False
491,2026-03-25,411,84.05439448125614,3,13,1,21.013598620314035,0,False,True,False,False,False,False,True,False
492,2026-03-20,318,39.35843714160627,1,16,0,19.679218570803133,0,False,False,True,False,False,True,False,False
493,2026-03-09,1115,38.128772974978084,2,59,1,12.709590991659361,1,False,False,True,False,False,False,False,True
494,2026-02-24,732,56.534488073606184,2,44,1,18.84482935786873,1,False,True,False,False,False,False,False,True
495,2026-01-27,503,57.28656253368207,4,3,1,11.457312506736415,0,True,False,False,False,False,False,True,False
496,2026-02-07,247,36.97369269934932,0,50,1,36.97369269934932,1,False,False,False,True,False,True,False,False
497,2026-01-11,961,38.95255984604927,0,75,1,38.95255984604927,1,True,False,False,False,False,False,False,True
498,2026-02-03,1066,53.116962573270605,2,38,0,17.7056541910902,1,False,False,True,False,False,False,False,True
499,2026-03-25,39,32.58623638898008,0,28,0,32.58623638898008,0,True,False,False,False,True,False,False,False
500,2026-02-08,1115,38.841990179774776,0,24,0,38.841990179774776,0,False,False,True,False,False,False,False,True
501,2026-01-11,839,46.34389151052652,2,34,0,15.447963836842172,1,False,False,True,False,False,False,False,True
502,2026-02-28,120,59.93908027233387,3,25,1,14.984770068083467,0,False,False,False,True,False,True,False,False
503,2026-03-28,904,35.93102075730689,3,83,1,8.982755189326722,1,True,False,False,False,False,False,False,True
504,2026-03-20,129,17.36423306953992,2,89,1,5.788077689846641,1,False,False,True,False,False,True,False,False
505,2026-01-25,61,16.251037987226837,1,30,0,8.125518993613419,1,False,False,True,False,True,False,False,False
506,2026-02-10,139,26.108803999408,1,83,1,13.054401999704,1,False,False,False,True,False,True,False,False
507,2026-02-17,552,25.302484227000942,1,76,1,12.651242113500471,1,True,False,False,False,False,False,True,False
508,2026-01-23,743,42.680838620701365,2,6,0,14.226946206900456,0,False,True,False,False,False,False,False,True
509,2026-01-25,489,27.166797696035925,0,44,1,27.166797696035925,1,False,False,False,True,False,False,True,False
510,2026-01-22,147,34.458675602681936,0,59,1,34.458675602681936,1,True,False,False,False,False,True,False,False
511,2026-03-31,239,33.38871172526925,2,37,0,11.129570575089751,1,False,False,True,False,False,True,False,False
512,2026-03-09,1023,38.3923820872801,0,41,1,38.3923820872801,1,False,False,False,True,False,False,False,True
513,2026-03-17,1155,64.83756497284683,0,44,1,64.83756497284683,1,False,False,False,True,False,False,False,True
514,2026-03-15,905,54.92921384145775,0,61,1,54.92921384145775,1,False,False,False,True,False,False,False,True
515,2026-03-28,124,45.24194122914006,2,26,0,15.08064707638002,0,False,False,True,False,False,True,False,False
516,2026-01-10,983,38.08460579128743,1,53,1,19.042302895643715,1,False,False,False,True,False,False,False,True
517,2026-03-21,830,38.50151015065468,1,21,0,19.25075507532734,0,False,False,False,True,False,False,False,True
518,2026-01-06,631,49.91619704927924,3,80,1,12.47904926231981,1,False,False,False,True,False,False,True,False
519,2026-02-12,172,53.76253610028435,1,7,0,26.881268050142175,0,True,False,False,False,False,True,False,False
520,2026-02-23,1196,31.385737408490993,1,6,0,15.692868704245496,0,False,False,True,False,False,False,False,True
521,2026-02-02,531,45.54721133421347,0,3,0,45.54721133421347,0,False,True,False,False,False,False,True,False
522,2026-01-14,53,14.525706470054594,0,31,0,14.525706470054594,1,False,False,False,True,True,False,False,False
523,2026-01-18,252,48.17570676255895,1,54,1,24.087853381279476,1,True,False,False,False,False,True,False,False
524,2026-03-16,482,56.432238629380294,1,88,1,28.216119314690147,1,False,False,False,True,False,False,True,False
525,2026-01-29,75,40.798970596786866,2,40,0,13.599656865595621,1,True,False,False,False,True,False,False,False
526,2026-01-28,389,72.24790494210158,1,16,0,36.12395247105079,0,True,False,False,False,False,False,True,False
527,2026-03-25,562,31.781423288459244,1,33,0,15.890711644229622,1,False,True,False,False,False,False,True,False
528,2026-01-13,1138,48.26160622954892,1,11,0,24.13080311477446,0,False,False,True,False,False,False,False,True
529,2026-03-24,104,44.46262880001067,1,42,1,22.231314400005335,1,True,False,False,False,False,True,False,False
530,2026-03-24,692,43.49553498834887,2,65,1,14.498511662782958,1,False,True,False,False,False,False,True,False
531,2026-02-23,1098,43.28516747992879,0,3,0,43.28516747992879,0,False,True,False,False,False,False,False,True
532,2026-01-15,967,46.606575450142074,0,69,1,46.606575450142074,1,True,False,False,False,False,False,False,True
533,2026-01-15,1110,57.719381151955496,0,20,0,57.719381151955496,0,False,True,False,False,False,False,False,True
534,2026-01-26,205,65.66604354412117,0,60,1,65.66604354412117,1,True,False,False,False,False,True,False,False
535,2026-02-21,961,44.96624633243764,1,73,1,22.48312316621882,1,False,False,True,False,False,False,False,True
536,2026-01-14,1174,57.2297410825745,1,69,1,28.61487054128725,1,False,False,True,False,False,False,False,True
537,2026-02-11,391,34.47349580599826,0,60,1,34.47349580599826,1,False,True,False,False,False,False,True,False
538,2026-01-11,598,56.489331790893495,1,62,1,28.244665895446747,1,False,False,True,False,False,False,True,False
539,2026-02-18,637,33.57012714259515,1,16,0,16.785063571297574,0,True,False,False,False,False,False,True,False
540,2026-01-02,592,61.35989904132198,2,12,0,20.45329968044066,0,True,False,False,False,False,False,True,False
541,2026-03-05,348,78.1596131608986,2,34,0,26.0532043869662,1,False,False,True,False,False,True,False,False
542,2026-01-05,1165,43.16874168042912,3,54,1,10.79218542010728,1,False,True,False,False,False,False,False,True
543,2026-01-18,1147,12.111847637888872,1,55,1,6.055923818944436,1,False,False,False,True,False,False,False,True
544,2026-01-16,457,36.778906001327655,1,69,1,18.389453000663828,1,False,False,False,True,False,False,True,False
545,2026-03-16,966,63.47812701433955,0,27,0,63.47812701433955,0,False,False,False,True,False,False,False,True
546,2026-01-05,477,53.29615180537867,0,77,1,53.29615180537867,1,False,False,True,False,False,False,True,False
547,2026-02-08,953,48.73370398012544,1,40,0,24.36685199006272,1,True,False,False,False,False,False,False,True
548,2026-02-23,702,60.130025339322586,0,22,0,60.130025339322586,0,False,True,False,False,False,False,True,False
549,2026-02-16,564,52.26680158872633,0,66,1,52.26680158872633,1,False,False,False,True,False,False,True,False
550,2026-03-03,154,63.26587781176704,1,11,0,31.63293890588352,0,False,True,False,False,False,True,False,False
551,2026-03-14,785,58.791355149704785,0,36,0,58.791355149704785,1,False,False,True,False,False,False,False,True
552,2026-02-05,385,67.82550679105438,1,70,1,33.91275339552719,1,False,False,False,True,False,False,True,False
553,2026-03-16,261,50.38194125859381,3,69,1,12.595485314648453,1,True,False,False,False,False,True,False,False
554,2026-01-29,232,58.57889102240932,1,23,0,29.28944551120466,0,False,False,False,True,False,True,False,False
555,2026-03-30,1178,40.39309390371322,0,14,0,40.39309390371322,0,False,False,True,False,False,False,False,True
556,2026-02-15,124,35.97808782661491,0,2,0,35.97808782661491,0,False,True,False,False,False,True,False,False
557,2026-03-08,958,70.6015146062846,0,8,0,70.6015146062846,0,False,True,False,False,False,False,False,True
558,2026-03-20,1039,48.24307014484032,1,74,1,24.12153507242016,1,False,True,False,False,False,False,False,True
559,2026-03-13,38,57.07320848793569,0,70,1,57.07320848793569,1,False,True,False,False,True,False,False,False
560,2026-03-18,707,46.85610021617085,1,45,1,23.428050108085426,1,False,False,True,False,False,False,True,False
561,2026-02-18,693,36.20226523620053,0,51,1,36.20226523620053,1,False,True,False,False,False,False,True,False
562,2026-01-04,431,45.16474338873602,0,29,0,45.16474338873602,0,False,True,False,False,False,False,True,False
563,2026-02-14,800,66.5399102665157,0,17,0,66.5399102665157,0,False,False,True,False,False,False,False,True
564,2026-01-17,490,53.32860111419136,0,1,0,53.32860111419136,0,True,False,False,False,False,False,True,False
565,2026-03-22,528,19.327902604043114,2,60,1,6.442634201347705,1,True,False,False,False,False,False,True,False
566,2026-01-22,518,41.77133315135768,1,3,0,20.88566657567884,0,False,True,False,False,False,False,True,False
567,2026-01-21,961,71.73440689057068,1,9,0,35.86720344528534,0,False,False,False,True,False,False,False,True
568,2026-01-23,760,41.79304707225066,0,71,1,41.79304707225066,1,True,False,False,False,False,False,False,True
569,2026-02-27,455,17.99281962398729,1,52,1,8.996409811993646,1,False,False,True,False,False,False,True,False
570,2026-02-21,1112,73.39573328133815,0,44,1,73.39573328133815,1,False,False,True,False,False,False,False,True
571,2026-03-27,962,55.23588764719189,0,19,0,55.23588764719189,0,False,False,False,True,False,False,False,True
572,2026-02-07,1119,43.94980711780799,1,13,0,21.974903558903996,0,False,False,True,False,False,False,False,True
573,2026-01-26,876,39.42873395876897,1,41,1,19.714366979384486,1,False,True,False,False,False,False,False,True
574,2026-01-05,470,61.235278946876036,1,32,0,30.617639473438018,1,False,False,True,False,False,False,True,False
575,2026-01-01,927,36.87024899660711,0,48,1,36.87024899660711,1,False,True,False,False,False,False,False,True
576,2026-02-03,395,62.223846367739824,2,14,0,20.741282122579943,0,False,True,False,False,False,False,True,False
577,2026-03-25,325,53.13292928586384,0,20,0,53.13292928586384,0,False,False,True,False,False,True,False,False
578,2026-02-17,541,48.67022888231025,4,10,1,9.73404577646205,0,False,True,False,False,False,False,True,False
579,2026-03-22,1163,47.18272208003393,1,38,0,23.591361040016967,1,False,False,True,False,False,False,False,True
580,2026-01-10,681,42.375479449287326,2,24,0,14.12515981642911,0,False,True,False,False,False,False,True,False
581,2026-01-09,461,60.68460180313899,2,20,0,20.22820060104633,0,True,False,False,False,False,False,True,False
582,2026-03-17,554,32.01985751847249,1,49,1,16.009928759236246,1,False,True,False,False,False,False,True,False
583,2026-01-10,350,20.67112309754686,5,44,1,3.4451871829244767,1,False,True,False,False,False,True,False,False
584,2026-01-05,790,54.21660184338712,1,18,0,27.10830092169356,0,False,False,False,True,False,False,False,True
585,2026-02-06,421,54.46857492100722,2,62,1,18.156191640335738,1,False,True,False,False,False,False,True,False
586,2026-03-25,665,52.2036172876765,2,30,0,17.401205762558835,1,False,False,True,False,False,False,True,False
587,2026-03-04,444,51.11592554427058,2,30,0,17.038641848090194,1,True,False,False,False,False,False,True,False
588,2026-01-09,385,40.19189432493678,0,43,1,40.19189432493678,1,False,False,True,False,False,False,True,False
589,2026-03-17,1164,56.81224056578288,2,12,0,18.937413521927628,0,False,False,True,False,False,False,False,True
590,2026-03-17,415,44.31662809868189,1,37,0,22.158314049340945,1,False,True,False,False,False,False,True,False
591,2026-03-14,85,37.69329658777233,2,52,1,12.56443219592411,1,False,False,True,False,True,False,False,False
592,2026-03-23,454,40.321630316169,3,11,1,10.08040757904225,0,False,False,False,True,False,False,True,False
593,2026-01-22,639,75.30959548163747,0,50,1,75.30959548163747,1,True,False,False,False,False,False,True,False
594,2026-03-30,114,18.975358769318508,0,3,0,18.975358769318508,0,False,False,False,True,False,True,False,False
595,2026-01-29,367,52.496821564436985,2,54,1,17.498940521478996,1,True,False,False,False,False,False,True,False
596,2026-03-14,200,19.81334358564424,1,3,0,9.90667179282212,0,False,False,False,True,False,True,False,False
597,2026-02-22,601,43.3764999251554,2,15,0,14.458833308385133,0,False,False,True,False,False,False,True,False
598,2026-03-12,868,38.49558772268718,0,31,0,38.49558772268718,1,True,False,False,False,False,False,False,True
599,2026-02-26,1162,13.72457554980183,0,55,1,13.72457554980183,1,True,False,False,False,False,False,False,True
600,2026-02-27,467,50.83556385650645,1,64,1,25.417781928253223,1,False,False,False,True,False,False,True,False
601,2026-02-25,1036,39.29942906711706,1,42,1,19.64971453355853,1,True,False,False,False,False,False,False,True
602,2026-03-12,258,13.511904861581343,1,11,0,6.755952430790671,0,False,False,True,False,False,True,False,False
603,2026-03-08,936,57.59352136161378,0,34,0,57.59352136161378,1,False,True,False,False,False,False,False,True
604,2026-01-13,675,66.52509266983402,2,70,1,22.175030889944676,1,False,False,False,True,False,False,True,False
605,2026-03-16,910,67.35186513444859,0,8,0,67.35186513444859,0,False,False,True,False,False,False,False,True
606,2026-02-18,906,50.38434660977207,2,64,1,16.794782203257355,1,False,False,False,True,False,False,False,True
607,2026-01-30,639,45.69087207865673,0,34,0,45.69087207865673,1,True,False,False,False,False,False,True,False
608,2026-02-16,309,64.92234931343695,0,0,0,64.92234931343695,0,False,True,False,False,False,True,False,False
609,2026-03-29,631,70.23575378010148,2,62,1,23.411917926700493,1,True,False,False,False,False,False,True,False
610,2026-03-19,992,62.003530543134374,1,2,0,31.001765271567187,0,False,False,True,False,False,False,False,True
611,2026-03-17,1164,30.876935966552985,1,33,0,15.438467983276492,1,False,True,False,False,False,False,False,True
612,2026-02-11,1113,48.020172798223825,0,17,0,48.020172798223825,0,False,False,True,False,False,False,False,True
613,2026-03-12,218,51.59274216437143,1,52,1,25.796371082185715,1,True,False,False,False,False,True,False,False
614,2026-02-04,717,17.85574546624156,3,5,1,4.46393636656039,0,False,True,False,False,False,False,True,False
615,2026-03-03,126,52.04040989431161,1,8,0,26.020204947155804,0,True,False,False,False,False,True,False,False
616,2026-02-27,803,79.09487738969084,2,47,1,26.364959129896945,1,False,False,False,True,False,False,False,True
617,2026-01-23,1190,54.59904248701187,0,89,1,54.59904248701187,1,False,True,False,False,False,False,False,True
618,2026-01-24,64,67.10119622162634,3,3,1,16.775299055406585,0,False,True,False,False,True,False,False,False
619,2026-01-06,788,47.74372095193058,3,41,1,11.935930237982644,1,False,True,False,False,False,False,False,True
620,2026-01-13,1134,43.901725140242675,3,72,1,10.975431285060669,1,True,False,False,False,False,False,False,True
621,2026-02-09,1016,50.71907085121463,1,26,0,25.359535425607316,0,False,False,False,True,False,False,False,True
622,2026-02-13,471,32.762600280233514,1,44,1,16.381300140116757,1,False,False,False,True,False,False,True,False
623,2026-01-15,125,30.54337219148417,0,75,1,30.54337219148417,1,False,True,False,False,False,True,False,False
624,2026-02-07,1108,63.99456835754049,4,65,1,12.798913671508098,1,False,False,True,False,False,False,False,True
625,2026-02-24,1105,65.58513514299777,1,26,0,32.792567571498886,0,False,True,False,False,False,False,False,True
626,2026-01-21,695,30.133405266189744,0,67,1,30.133405266189744,1,False,False,True,False,False,False,True,False
627,2026-01-31,1174,59.51998206830797,1,60,1,29.759991034153984,1,False,False,True,False,False,False,False,True
628,2026-02-03,6,43.695600365909684,2,45,1,14.565200121969895,1,True,False,False,False,True,False,False,False
629,2026-02-15,740,50.09712861735646,0,39,0,50.09712861735646,1,False,False,False,True,False,False,False,True
630,2026-02-02,47,51.90327959152595,1,83,1,25.951639795762976,1,False,False,False,True,True,False,False,False
631,2026-03-08,1122,59.915257021864775,1,78,1,29.957628510932388,1,False,True,False,False,False,False,False,True
632,2026-01-30,816,46.24077302794783,2,89,1,15.413591009315944,1,False,True,False,False,False,False,False,True
633,2026-02-09,1096,66.15242992952903,0,60,1,66.15242992952903,1,False,False,True,False,False,False,False,True
634,2026-02-04,675,49.641192596398874,1,32,0,24.820596298199437,1,False,False,True,False,False,False,True,False
635,2026-01-17,100,54.36276408704299,0,9,0,54.36276408704299,0,False,False,True,False,False,True,False,False
636,2026-03-03,32,32.5010611269413,2,11,0,10.833687042313768,0,True,False,False,False,True,False,False,False
637,2026-01-22,403,77.37988516057251,2,85,1,25.793295053524172,1,True,False,False,False,False,False,True,False
638,2026-01-27,892,52.04737384807449,1,32,0,26.023686924037246,1,False,False,False,True,False,False,False,True
639,2026-03-13,182,55.69496138017649,1,9,0,27.847480690088243,0,True,False,False,False,False,True,False,False
640,2026-03-27,1022,20.877212831826878,1,20,0,10.438606415913439,0,False,False,True,False,False,False,False,True
641,2026-03-02,288,32.65946965381349,1,1,0,16.329734826906744,0,False,True,False,False,False,True,False,False
642,2026-03-24,596,63.568255318780956,1,47,1,31.784127659390478,1,False,False,True,False,False,False,True,False
643,2026-03-18,244,49.30336677438907,2,53,1,16.434455591463024,1,False,False,False,True,False,True,False,False
644,2026-02-13,559,16.293303977566108,0,34,0,16.293303977566108,1,False,False,False,True,False,False,True,False
645,2026-03-11,543,60.57434893475728,0,66,1,60.57434893475728,1,False,False,True,False,False,False,True,False
646,2026-01-30,7,36.84325793470915,1,43,1,18.421628967354575,1,False,True,False,False,True,False,False,False
647,2026-02-11,681,66.16975478815068,1,86,1,33.08487739407534,1,False,True,False,False,False,False,True,False
648,2026-02-18,944,43.6824648209445,0,68,1,43.6824648209445,1,False,True,False,False,False,False,False,True
649,2026-03-28,1123,48.07060029030795,2,6,0,16.02353343010265,0,True,False,False,False,False,False,False,True
650,2026-03-18,397,62.684318678874725,1,24,0,31.342159339437362,0,True,False,False,False,False,False,True,False
651,2026-02-14,1056,31.537605437180066,1,67,1,15.768802718590033,1,True,False,False,False,False,False,False,True
652,2026-02-28,1054,30.107297882490904,2,48,1,10.035765960830302,1,False,True,False,False,False,False,False,True
653,2026-01-19,1186,42.05252369402839,5,67,1,7.008753949004731,1,False,False,True,False,False,False,False,True
654,2026-03-14,448,57.40759199431833,1,30,0,28.703795997159165,1,False,True,False,False,False,False,True,False
655,2026-02-19,1021,25.03684121079764,1,3,0,12.51842060539882,0,False,False,True,False,False,False,False,True
656,2026-02-17,678,19.97948100166355,1,70,1,9.989740500831775,1,True,False,False,False,False,False,True,False
657,2026-03-10,70,57.35581390565689,1,70,1,28.677906952828444,1,False,False,True,False,True,False,False,False
658,2026-02-26,325,35.955325311494946,1,57,1,17.977662655747473,1,True,False,False,False,False,True,False,False
659,2026-01-07,806,39.116609806195754,0,36,0,39.116609806195754,1,False,False,True,False,False,False,False,True
660,2026-01-26,193,17.14784397089751,4,0,1,3.4295687941795023,0,True,False,False,False,False,True,False,False
661,2026-01-16,522,34.81531028472027,1,65,1,17.407655142360134,1,False,False,True,False,False,False,True,False
662,2026-03-08,930,44.88649055053274,1,59,1,22.44324527526637,1,False,False,True,False,False,False,False,True
663,2026-01-04,180,58.95566786434338,0,60,1,58.95566786434338,1,False,True,False,False,False,True,False,False
664,2026-01-19,596,33.43154750648042,2,15,0,11.143849168826806,0,True,False,False,False,False,False,True,False
665,2026-02-23,258,69.86064180348745,2,65,1,23.286880601162483,1,False,False,False,True,False,True,False,False
666,2026-03-04,644,34.73165963730299,1,65,1,17.365829818651495,1,True,False,False,False,False,False,True,False
667,2026-02-15,289,34.75362297622238,0,77,1,34.75362297622238,1,True,False,False,False,False,True,False,False
668,2026-03-19,1158,68.06036327846704,1,51,1,34.03018163923352,1,False,False,False,True,False,False,False,True
669,2026-03-24,92,48.171902285458756,0,65,1,48.171902285458756,1,False,True,False,False,False,True,False,False
670,2026-01-12,1156,36.71962906482635,1,36,0,18.359814532413175,1,False,False,False,True,False,False,False,True
671,2026-03-27,950,42.6730030322911,2,62,1,14.224334344097032,1,False,True,False,False,False,False,False,True
672,2026-02-25,1026,65.29610366313089,1,62,1,32.648051831565446,1,True,False,False,False,False,False,False,True
673,2026-02-27,1021,66.99304229438522,1,70,1,33.49652114719261,1,False,False,False,True,False,False,False,True
674,2026-01-09,225,32.74810231094616,1,77,1,16.37405115547308,1,False,False,False,True,False,True,False,False
675,2026-02-25,1117,44.36349284881338,1,0,0,22.18174642440669,0,False,False,True,False,False,False,False,True
676,2026-03-07,713,46.3523524150136,0,70,1,46.3523524150136,1,False,False,False,True,False,False,True,False
677,2026-02-22,1154,30.206398342251035,1,71,1,15.103199171125517,1,True,False,False,False,False,False,False,True
678,2026-01-08,1053,44.164724210250085,1,49,1,22.082362105125043,1,False,True,False,False,False,False,False,True
679,2026-02-17,695,45.07984290677551,0,46,1,45.07984290677551,1,False,True,False,False,False,False,True,False
680,2026-03-26,449,62.10314218405104,1,65,1,31.05157109202552,1,False,False,False,True,False,False,True,False
681,2026-03-07,141,63.11137542466801,3,40,1,15.777843856167003,1,False,False,False,True,False,True,False,False
682,2026-01-13,122,40.061859024614876,2,37,0,13.35395300820496,1,False,False,False,True,False,True,False,False
683,2026-03-28,468,41.790702842087825,1,72,1,20.895351421043912,1,False,False,True,False,False,False,True,False
684,2026-03-28,973,54.964384530834536,1,71,1,27.482192265417268,1,False,False,True,False,False,False,False,True
685,2026-01-16,606,36.22217326609483,0,18,0,36.22217326609483,0,False,False,False,True,False,False,True,False
686,2026-03-14,578,53.82960227606104,1,74,1,26.91480113803052,1,False,True,False,False,False,False,True,False
687,2026-02-06,294,43.68140268946178,0,29,0,43.68140268946178,0,False,False,False,True,False,True,False,False
688,2026-02-23,677,30.45902133392069,0,12,0,30.45902133392069,0,True,False,False,False,False,False,True,False
689,2026-02-10,766,30.6474493068053,0,79,1,30.6474493068053,1,True,False,False,False,False,False,False,True
690,2026-03-12,1178,66.70588044046653,1,21,0,33.352940220233265,0,False,False,True,False,False,False,False,True
691,2026-03-31,875,42.65367781285052,2,18,0,14.217892604283506,0,False,False,False,True,False,False,False,True
692,2026-03-13,729,69.60531140847466,0,24,0,69.60531140847466,0,True,False,False,False,False,False,True,False
693,2026-03-25,1092,37.29545608927635,2,44,1,12.43181869642545,1,False,True,False,False,False,False,False,True
694,2026-03-27,510,49.368078016972404,0,14,0,49.368078016972404,0,True,False,False,False,False,False,True,False
695,2026-01-09,1122,80.89015084527362,1,14,0,40.44507542263681,0,False,False,False,True,False,False,False,True
696,2026-01-23,444,29.139198830050812,1,35,0,14.569599415025406,1,False,True,False,False,False,False,True,False
697,2026-03-06,154,16.532782501503352,1,19,0,8.266391250751676,0,True,False,False,False,False,True,False,False
698,2026-02-23,501,64.2988519693085,0,17,0,64.2988519693085,0,False,True,False,False,False,False,True,False
699,2026-01-05,155,32.597863419103895,0,82,1,32.597863419103895,1,True,False,False,False,False,True,False,False
700,2026-01-09,142,44.68940453840649,1,53,1,22.344702269203246,1,False,False,False,True,False,True,False,False
701,2026-02-16,1057,36.21122684322623,0,1,0,36.21122684322623,0,False,False,True,False,False,False,False,True
702,2026-02-25,953,49.022441714329744,1,9,0,24.511220857164872,0,False,True,False,False,False,False,False,True
703,2026-01-16,266,30.741956892213867,0,73,1,30.741956892213867,1,False,True,False,False,False,True,False,False
704,2026-01-16,1005,42.30089868175041,1,24,0,21.150449340875205,0,True,False,False,False,False,False,False,True
705,2026-01-12,83,51.74722989834801,0,13,0,51.74722989834801,0,False,False,False,True,True,False,False,False
706,2026-02-20,341,29.875366705886073,2,59,1,9.958455568628692,1,False,False,True,False,False,True,False,False
707,2026-01-01,847,34.498739555311666,2,75,1,11.499579851770555,1,False,False,False,True,False,False,False,True
708,2026-02-21,365,39.789257496022024,2,35,0,13.263085832007341,1,False,False,True,False,False,True,False,False
709,2026-02-12,876,23.56776848660583,1,66,1,11.783884243302914,1,False,True,False,False,False,False,False,True
710,2026-02-11,1049,38.6615852580188,0,37,0,38.6615852580188,1,True,False,False,False,False,False,False,True
711,2026-03-03,80,46.78194809854353,3,9,1,11.695487024635883,0,False,False,False,True,True,False,False,False
712,2026-02-17,29,39.006765876173574,1,71,1,19.503382938086787,1,False,False,True,False,True,False,False,False
713,2026-03-07,1128,40.92935260602413,3,82,1,10.232338151506033,1,False,False,False,True,False,False,False,True
714,2026-03-10,625,44.70147493640122,0,88,1,44.70147493640122,1,True,False,False,False,False,False,True,False
715,2026-03-24,608,35.16384806351529,0,9,0,35.16384806351529,0,False,False,True,False,False,False,True,False
716,2026-03-13,556,55.36593848800316,1,50,1,27.68296924400158,1,True,False,False,False,False,False,True,False
717,2026-02-16,520,66.53967187202664,2,56,1,22.17989062400888,1,False,False,True,False,False,False,True,False
718,2026-02-14,828,38.03429411706827,1,7,0,19.017147058534135,0,False,True,False,False,False,False,False,True
719,2026-01-22,696,52.277973472165606,0,85,1,52.277973472165606,1,False,False,False,True,False,False,True,False
720,2026-02-23,196,41.40574266848029,2,9,0,13.801914222826765,0,False,False,True,False,False,True,False,False
721,2026-01-13,752,50.482310175577574,0,24,0,50.482310175577574,0,True,False,False,False,False,False,False,True
722,2026-03-25,802,68.48669296804881,1,87,1,34.24334648402441,1,True,False,False,False,False,False,False,True
723,2026-03-18,137,52.62989314527148,1,50,1,26.31494657263574,1,False,True,False,False,False,True,False,False
724,2026-01-11,452,18.39878191785479,0,61,1,18.39878191785479,1,True,False,False,False,False,False,True,False
725,2026-03-12,948,51.80993447170438,1,44,1,25.90496723585219,1,False,False,True,False,False,False,False,True
726,2026-01-11,742,63.492956149635134,0,67,1,63.492956149635134,1,True,False,False,False,False,False,False,True
727,2026-03-06,164,41.67605745002846,2,7,0,13.892019150009487,0,False,False,True,False,False,True,False,False
728,2026-01-08,49,59.934522091767484,0,60,1,59.934522091767484,1,False,False,False,True,True,False,False,False
729,2026-02-13,697,34.64826688272081,4,5,1,6.929653376544162,0,False,True,False,False,False,False,True,False
730,2026-03-01,554,22.716912607165895,1,16,0,11.358456303582948,0,False,True,False,False,False,False,True,False
731,2026-03-07,1153,47.117535282489605,3,45,1,11.779383820622401,1,False,False,True,False,False,False,False,True
732,2026-02-07,627,18.652849188805288,0,40,0,18.652849188805288,1,False,True,False,False,False,False,True,False
733,2026-03-24,1117,41.403434806596124,1,13,0,20.701717403298062,0,False,True,False,False,False,False,False,True
734,2026-03-11,257,64.30263393968255,2,71,1,21.434211313227518,1,True,False,False,False,False,True,False,False
735,2026-01-19,537,16.353556413805787,0,27,0,16.353556413805787,0,False,False,False,True,False,False,True,False
736,2026-03-02,168,25.80754806129153,3,77,1,6.451887015322883,1,True,False,False,False,False,True,False,False
737,2026-03-07,689,29.519516322576337,1,1,0,14.759758161288168,0,False,False,True,False,False,False,True,False
738,2026-01-31,226,44.050202104335604,1,21,0,22.025101052167802,0,False,False,False,True,False,True,False,False
739,2026-03-08,591,39.514248215306864,3,26,1,9.878562053826716,0,False,False,True,False,False,False,True,False
740,2026-03-22,413,65.9870457254413,0,53,1,65.9870457254413,1,False,True,False,False,False,False,True,False
741,2026-03-15,223,59.31522493637546,1,36,0,29.65761246818773,1,False,False,False,True,False,True,False,False
742,2026-03-10,117,52.429094191028966,1,14,0,26.214547095514483,0,True,False,False,False,False,True,False,False
743,2026-02-27,614,47.184454715158274,1,51,1,23.592227357579137,1,False,False,True,False,False,False,True,False
744,2026-01-25,1136,50.89844665477241,2,86,1,16.966148884924134,1,True,False,False,False,False,False,False,True
745,2026-03-13,239,32.07026467029937,2,12,0,10.690088223433124,0,True,False,False,False,False,True,False,False
746,2026-02-02,486,57.858155303349186,0,22,0,57.858155303349186,0,False,True,False,False,False,False,True,False
747,2026-02-17,270,28.319336184611984,1,43,1,14.159668092305992,1,False,True,False,False,False,True,False,False
748,2026-01-29,970,57.530654908533464,2,65,1,19.176884969511153,1,True,False,False,False,False,False,False,True
749,2026-01-29,498,62.792137531782465,3,12,1,15.698034382945616,0,False,True,False,False,False,False,True,False
750,2026-01-15,1169,48.16296903132131,1,20,0,24.081484515660655,0,True,False,False,False,False,False,False,True
