customer_id,snapshot_date,tenure_days,monthly_spend,support_tickets_30d,last_login_days_ago,region,churn_label
513,2026-03-17,1155,64.83756497284683,0,44,west,1
514,2026-03-15,905,54.92921384145775,0,61,west,1
515,2026-03-28,124,45.24194122914006,2,26,south,0
516,2026-01-10,983,38.08460579128743,1,53,west,1
517,2026-03-21,830,38.50151015065468,1,21,west,0
518,2026-01-06,631,49.91619704927924,3,80,west,1
519,2026-02-12,172,53.76253610028435,1,7,east,0
520,2026-02-23,1196,31.385737408490993,1,6,south,0
521,2026-02-02,531,45.54721133421347,0,3,north,0
522,2026-01-14,53,14.525706470054594,0,31,west,0
523,2026-01-18,252,48.17570676255895,1,54,east,1
524,2026-03-16,482,56.432238629380294,1,88,west,1
525,2026-01-29,75,40.798970596786866,2,40,east,0
526,2026-01-28,389,72.24790494210158,1,16,east,0
527,2026-03-25,562,31.781423288459244,1,33,north,0
528,2026-01-13,1138,48.26160622954892,1,11,south,0
529,2026-03-24,104,44.46262880001067,1,42,east,1
530,2026-03-24,692,43.49553498834887,2,65,north,1
531,2026-02-23,1098,43.28516747992879,0,3,north,0
532,2026-01-15,967,46.606575450142074,0,69,east,1
533,2026-01-15,1110,57.719381151955496,0,20,north,0
534,2026-01-26,205,65.66604354412117,0,60,east,1
535,2026-02-21,961,44.96624633243764,1,73,south,1
536,2026-01-14,1174,57.2297410825745,1,69,south,1
537,2026-02-11,391,34.47349580599826,0,60,north,1
538,2026-01-11,598,56.489331790893495,1,62,south,1
539,2026-02-18,637,33.57012714259515,1,16,east,0
540,2026-01-02,592,61.35989904132198,2,12,east,0
541,2026-03-05,348,78.1596131608986,2,34,south,0
542,2026-01-05,1165,43.16874168042912,3,54,north,1
543,2026-01-18,1147,12.111847637888872,1,55,west,1
544,2026-01-16,457,36.778906001327655,1,69,west,1
545,2026-03-16,966,63.47812701433955,0,27,west,0
546,2026-01-05,477,53.29615180537867,0,77,south,1
547,2026-02-08,953,48.73370398012544,1,40,east,0
548,2026-02-23,702,60.130025339322586,0,22,north,0
549,2026-02-16,564,52.26680158872633,0,66,west,1
550,2026-03-03,154,63.26587781176704,1,11,north,0
551,2026-03-14,785,58.791355149704785,0,36,south,0
552,2026-02-05,385,67.82550679105438,1,70,west,1
553,2026-03-16,261,50.38194125859381,3,69,east,1
554,2026-01-29,232,58.57889102240932,1,23,west,0
555,2026-03-30,1178,40.39309390371322,0,14,south,0
556,2026-02-15,124,35.97808782661491,0,2,north,0
557,2026-03-08,958,70.6015146062846,0,8,north,0
558,2026-03-20,1039,48.24307014484032,1,74,north,1
559,2026-03-13,38,57.07320848793569,0,70,north,1
560,2026-03-18,707,46.85610021617085,1,45,south,1
561,2026-02-18,693,36.20226523620053,0,51,north,1
562,2026-01-04,431,45.16474338873602,0,29,north,0
563,2026-02-14,800,66.5399102665157,0,17,south,0
564,2026-01-17,490,53.32860111419136,0,1,east,0
565,2026-03-22,528,19.327902604043114,2,60,east,1
566,2026-01-22,518,41.77133315135768,1,3,north,0
567,2026-01-21,961,71.73440689057068,1,9,west,0
568,2026-01-23,760,41.79304707225066,0,71,east,1
569,2026-02-27,455,17.99281962398729,1,52,south,1
570,2026-02-21,1112,73.39573328133815,0,44,south,1
571,2026-03-27,962,55.23588764719189,0,19,west,0
572,2026-02-07,1119,43.94980711780799,1,13,south,0
573,2026-01-26,876,39.42873395876897,1,41,north,1
574,2026-01-05,470,61.235278946876036,1,32,south,0
575,2026-01-01,927,36.87024899660711,0,48,north,1
576,2026-02-03,395,62.223846367739824,2,14,north,0
577,2026-03-25,325,53.13292928586384,0,20,south,0
578,2026-02-17,541,48.67022888231025,4,10,north,1
579,2026-03-22,1163,47.18272208003393,1,38,south,0
580,2026-01-10,681,42.375479449287326,2,24,north,0
581,2026-01-09,461,60.68460180313899,2,20,east,0
582,2026-03-17,554,32.01985751847249,1,49,north,1
583,2026-01-10,350,20.67112309754686,5,44,north,1
584,2026-01-05,790,54.21660184338712,1,18,west,0
585,2026-02-06,421,54.46857492100722,2,62,north,1
586,2026-03-25,665,52.2036172876765,2,30,south,0
587,2026-03-04,444,51.11592554427058,2,30,east,0
588,2026-01-09,385,40.19189432493678,0,43,south,1
589,2026-03-17,1164,56.81224056578288,2,12,south,0
590,2026-03-17,415,44.31662809868189,1,37,north,0
591,2026-03-14,85,37.69329658777233,2,52,south,1
592,2026-03-23,454,40.321630316169,3,11,west,1
593,2026-01-22,639,75.30959548163747,0,50,east,1
594,2026-03-30,114,18.975358769318508,0,3,west,0
595,2026-01-29,367,52.496821564436985,2,54,east,1
596,2026-03-14,200,19.81334358564424,1,3,west,0
597,2026-02-22,601,43.3764999251554,2,15,south,0
598,2026-03-12,868,38.49558772268718,0,31,east,0
599,2026-02-26,1162,13.72457554980183,0,55,east,1
600,2026-02-27,467,50.83556385650645,1,64,west,1
601,2026-02-25,1036,39.29942906711706,1,42,east,1
602,2026-03-12,258,13.511904861581343,1,11,south,0
603,2026-03-08,936,57.59352136161378,0,34,north,0
604,2026-01-13,675,66.52509266983402,2,70,west,1
605,2026-03-16,910,67.35186513444859,0,8,south,0
606,2026-02-18,906,50.38434660977207,2,64,west,1
607,2026-01-30,639,45.69087207865673,0,34,east,0
608,2026-02-16,309,64.92234931343695,0,0,north,0
609,2026-03-29,631,70.23575378010148,2,62,east,1
610,2026-03-19,992,62.003530543134374,1,2,south,0
611,2026-03-17,1164,30.876935966552985,1,33,north,0
612,2026-02-11,1113,48.020172798223825,0,17,south,0
613,2026-03-12,218,51.59274216437143,1,52,east,1
614,2026-02-04,717,17.85574546624156,3,5,north,1
615,2026-03-03,126,52.04040989431161,1,8,east,0
616,2026-02-27,803,79.09487738969084,2,47,west,1
617,2026-01-23,1190,54.59904248701187,0,89,north,1
618,2026-01-24,64,67.10119622162634,3,3,north,1
619,2026-01-06,788,47.74372095193058,3,41,north,1
620,2026-01-13,1134,43.901725140242675,3,72,east,1
621,2026-02-09,1016,50.71907085121463,1,26,west,0
622,2026-02-13,471,32.762600280233514,1,44,west,1
623,2026-01-15,125,30.54337219148417,0,75,north,1
624,2026-02-07,1108,63.99456835754049,4,65,south,1
625,2026-02-24,1105,65.58513514299777,1,26,north,0
626,2026-01-21,695,30.133405266189744,0,67,south,1
627,2026-01-31,1174,59.51998206830797,1,60,south,1
628,2026-02-03,6,43.695600365909684,2,45,east,1
629,2026-02-15,740,50.09712861735646,0,39,west,0
630,2026-02-02,47,51.90327959152595,1,83,west,1
631,2026-03-08,1122,59.915257021864775,1,78,north,1
632,2026-01-30,816,46.24077302794783,2,89,north,1
633,2026-02-09,1096,66.15242992952903,0,60,south,1
634,2026-02-04,675,49.641192596398874,1,32,south,0
635,2026-01-17,100,54.36276408704299,0,9,south,0
636,2026-03-03,32,32.5010611269413,2,11,east,0
637,2026-01-22,403,77.37988516057251,2,85,east,1
638,2026-01-27,892,52.04737384807449,1,32,west,0
639,2026-03-13,182,55.69496138017649,1,9,east,0
640,2026-03-27,1022,20.877212831826878,1,20,south,0
641,2026-03-02,288,32.65946965381349,1,1,north,0
642,2026-03-24,596,63.568255318780956,1,47,south,1
643,2026-03-18,244,49.30336677438907,2,53,west,1
644,2026-02-13,559,16.293303977566108,0,34,west,0
645,2026-03-11,543,60.57434893475728,0,66,south,1
646,2026-01-30,7,36.84325793470915,1,43,north,1
647,2026-02-11,681,66.16975478815068,1,86,north,1
648,2026-02-18,944,43.6824648209445,0,68,north,1
649,2026-03-28,1123,48.07060029030795,2,6,east,0
650,2026-03-18,397,62.684318678874725,1,24,east,0
651,2026-02-14,1056,31.537605437180066,1,67,east,1
652,2026-02-28,1054,30.107297882490904,2,48,north,1
653,2026-01-19,1186,42.05252369402839,5,67,south,1
654,2026-03-14,448,57.40759199431833,1,30,north,0
655,2026-02-19,1021,25.03684121079764,1,3,south,0
656,2026-02-17,678,19.97948100166355,1,70,east,1
657,2026-03-10,70,57.35581390565689,1,70,south,1
658,2026-02-26,325,35.955325311494946,1,57,east,1
659,2026-01-07,806,39.116609806195754,0,36,south,0
660,2026-01-26,193,17.14784397089751,4,0,east,1
661,2026-01-16,522,34.81531028472027,1,65,south,1
662,2026-03-08,930,44.88649055053274,1,59,south,1
663,2026-01-04,180,58.95566786434338,0,60,north,1
664,2026-01-19,596,33.43154750648042,2,15,east,0
665,2026-02-23,258,69.86064180348745,2,65,west,1
666,2026-03-04,644,34.73165963730299,1,65,east,1
667,2026-02-15,289,34.75362297622238,0,77,east,1
668,2026-03-19,1158,68.06036327846704,1,51,west,1
669,2026-03-24,92,48.171902285458756,0,65,north,1
670,2026-01-12,1156,36.71962906482635,1,36,west,0
671,2026-03-27,950,42.6730030322911,2,62,north,1
672,2026-02-25,1026,65.29610366313089,1,62,east,1
673,2026-02-27,1021,66.99304229438522,1,70,west,1
674,2026-01-09,225,32.74810231094616,1,77,west,1
675,2026-02-25,1117,44.36349284881338,1,0,south,0
676,2026-03-07,713,46.3523524150136,0,70,west,1
677,2026-02-22,1154,30.206398342251035,1,71,east,1
678,2026-01-08,1053,44.164724210250085,1,49,north,1
679,2026-02-17,695,45.07984290677551,0,46,north,1
680,2026-03-26,449,62.10314218405104,1,65,west,1
681,2026-03-07,141,63.11137542466801,3,40,west,1
682,2026-01-13,122,40.061859024614876,2,37,west,0
683,2026-03-28,468,41.790702842087825,1,72,south,1
684,2026-03-28,973,54.964384530834536,1,71,south,1
685,2026-01-16,606,36.22217326609483,0,18,west,0
686,2026-03-14,578,53.82960227606104,1,74,north,1
687,2026-02-06,294,43.68140268946178,0,29,west,0
688,2026-02-23,677,30.45902133392069,0,12,east,0
689,2026-02-10,766,30.6474493068053,0,79,east,1
690,2026-03-12,1178,66.70588044046653,1,21,south,0
691,2026-03-31,875,42.65367781285052,2,18,west,0
692,2026-03-13,729,69.60531140847466,0,24,east,0
693,2026-03-25,1092,37.29545608927635,2,44,north,1
694,2026-03-27,510,49.368078016972404,0,14,east,0
695,2026-01-09,1122,80.89015084527362,1,14,west,0
696,2026-01-23,444,29.139198830050812,1,35,north,0
697,2026-03-06,154,16.532782501503352,1,19,east,0
698,2026-02-23,501,64.2988519693085,0,17,north,0
699,2026-01-05,155,32.597863419103895,0,82,east,1
700,2026-01-09,142,44.68940453840649,1,53,west,1
701,2026-02-16,1057,36.21122684322623,0,1,south,0
702,2026-02-25,953,49.022441714329744,1,9,north,0
703,2026-01-16,266,30.741956892213867,0,73,north,1
704,2026-01-16,1005,42.30089868175041,1,24,east,0
705,2026-01-12,83,51.74722989834801,0,13,west,0
706,2026-02-20,341,29.875366705886073,2,59,south,1
707,2026-01-01,847,34.498739555311666,2,75,west,1
708,2026-02-21,365,39.789257496022024,2,35,south,0
709,2026-02-12,876,23.56776848660583,1,66,north,1
710,2026-02-11,1049,38.6615852580188,0,37,east,0
711,2026-03-03,80,46.78194809854353,3,9,west,1
712,2026-02-17,29,39.006765876173574,1,71,south,1
713,2026-03-07,1128,40.92935260602413,3,82,west,1
714,2026-03-10,625,44.70147493640122,0,88,east,1
715,2026-03-24,608,35.16384806351529,0,9,south,0
716,2026-03-13,556,55.36593848800316,1,50,east,1
717,2026-02-16,520,66.53967187202664,2,56,south,1
718,2026-02-14,828,38.03429411706827,1,7,north,0
719,2026-01-22,696,52.277973472165606,0,85,west,1
720,2026-02-23,196,41.40574266848029,2,9,south,0
721,2026-01-13,752,50.482310175577574,0,24,east,0
722,2026-03-25,802,68.48669296804881,1,87,east,1
723,2026-03-18,137,52.62989314527148,1,50,north,1
724,2026-01-11,452,18.39878191785479,0,61,east,1
725,2026-03-12,948,51.80993447170438,1,44,south,1
726,2026-01-11,742,63.492956149635134,0,67,east,1
727,2026-03-06,164,41.67605745002846,2,7,south,0
728,2026-01-08,49,59.934522091767484,0,60,west,1
729,2026-02-13,697,34.64826688272081,4,5,north,1
730,2026-03-01,554,22.716912607165895,1,16,north,0
731,2026-03-07,1153,47.117535282489605,3,45,south,1
732,2026-02-07,627,18.652849188805288,0,40,north,0
733,2026-03-24,1117,41.403434806596124,1,13,north,0
734,2026-03-11,257,64.30263393968255,2,71,east,1
735,2026-01-19,537,16.353556413805787,0,27,west,0
736,2026-03-02,168,25.80754806129153,3,77,east,1
737,2026-03-07,689,29.519516322576337,1,1,south,0
738,2026-01-31,226,44.050202104335604,1,21,west,0
739,2026-03-08,591,39.514248215306864,3,26,south,1
740,2026-03-22,413,65.9870457254413,0,53,north,1
741,2026-03-15,223,59.31522493637546,1,36,west,0
742,2026-03-10,117,52.429094191028966,1,14,east,0
743,2026-02-27,614,47.184454715158274,1,51,south,1
744,2026-01-25,1136,50.89844665477241,2,86,east,1
745,2026-03-13,239,32.07026467029937,2,12,east,0
746,2026-02-02,486,57.858155303349186,0,22,north,0
747,2026-02-17,270,28.319336184611984,1,43,north,1
748,2026-01-29,970,57.530654908533464,2,65,east,1
749,2026-01-29,498,62.792137531782465,3,12,north,1
750,2026-01-15,1169,48.16296903132131,1,20,east,0
751,2026-03-28,294,42.35680411557036,0,21,south,0
752,2026-01-14,97,51.0046486246451,1,55,north,1
753,2026-01-08,699,2.0772244484899076,0,7,east,0
754,2026-03-26,782,49.53387327728192,1,59,south,1
755,2026-02-19,1188,43.29969003240289,1,38,south,0
756,2026-02-09,1045,44.24057830414513,1,29,north,0
757,2026-03-08,1061,55.59798769346742,2,77,east,1
758,2026-02-04,761,43.87846617652908,1,73,west,1
759,2026-01-12,432,27.89689715023263,1,72,east,1
760,2026-03-07,515,42.87895993761933,1,79,north,1
761,2026-01-16,161,46.01333226121237,2,21,west,0
762,2026-02-19,517,46.72400867371519,1,76,north,1
763,2026-03-27,437,47.42879050927602,0,15,south,0
764,2026-03-26,44,60.5905356737783,2,29,north,0
765,2026-02-02,246,28.709481704487786,2,49,west,1
766,2026-03-12,641,47.63550684247275,1,66,north,1
767,2026-02-25,443,64.34894547927361,0,51,east,1
768,2026-02-13,1192,18.98082754594207,1,50,north,1
769,2026-01-13,574,47.694700211700805,3,33,north,1
770,2026-02-03,1150,36.21932247040435,2,53,east,1
771,2026-02-28,793,39.43934423290342,2,42,west,1
772,2026-03-30,49,31.42788745178367,2,42,north,1
773,2026-01-01,244,42.456739264493336,2,52,north,1
774,2026-03-06,847,72.61883421640357,1,54,south,1
775,2026-03-18,654,26.033544582341797,0,29,west,0
776,2026-03-27,362,27.455849962817588,0,12,north,0
777,2026-02-08,626,25.47098144754743,0,26,north,0
778,2026-01-11,1083,70.9112742994215,3,36,south,1
779,2026-01-25,467,38.0649044171807,3,14,south,1
780,2026-03-18,55,44.61541409478489,0,15,north,0
781,2026-03-21,373,38.9582558834064,2,85,east,1
782,2026-02-27,1123,30.83365682395363,1,25,east,0
783,2026-01-12,914,41.47274030078347,0,66,north,1
784,2026-01-11,1005,81.87365408604839,2,11,east,0
785,2026-02-13,1094,65.88106381461382,2,87,north,1
786,2026-02-22,141,32.205932733115915,2,19,east,0
787,2026-01-03,339,54.71361154592529,2,35,south,0
788,2026-03-03,72,32.527158410004354,0,70,north,1
789,2026-02-19,6,18.354485417306687,2,18,north,0
790,2026-01-02,1001,60.29266376496945,0,49,west,1
791,2026-01-09,1124,62.40139269965326,1,70,east,1
792,2026-02-10,187,60.69078376571849,0,2,east,0
793,2026-03-07,866,37.952021261706406,4,2,north,1
794,2026-03-16,642,42.49836398997021,1,70,north,1
795,2026-02-08,84,56.246483304871845,0,23,north,0
796,2026-01-27,1098,50.872440560221605,3,81,south,1
797,2026-03-29,1045,39.095437930544335,4,83,south,1
798,2026-02-11,681,20.71392269822753,4,79,west,1
799,2026-01-29,849,46.70812791213018,0,89,west,1
800,2026-02-09,477,61.185144588541704,0,74,south,1
801,2026-01-02,951,27.036175664487644,3,34,south,1
802,2026-01-28,534,54.581390725139656,1,89,south,1
803,2026-02-16,1187,49.97312542700539,1,31,east,0
804,2026-03-24,76,56.252223948485,1,52,east,1
805,2026-03-08,207,58.079632495785106,1,0,east,0
806,2026-03-12,1162,34.583021371119706,0,86,north,1
807,2026-02-19,347,20.745608997525807,0,53,south,1
808,2026-01-10,373,36.99720711475681,3,85,west,1
809,2026-02-05,949,58.33690976290511,1,31,south,0
810,2026-03-31,228,36.869941447110435,1,28,north,0
811,2026-01-04,616,34.58935014213537,3,47,north,1
812,2026-03-21,343,17.679744871130424,1,77,north,1
813,2026-03-03,238,71.28971331826409,0,49,west,1
814,2026-01-26,1157,57.385704621379645,2,71,north,1
815,2026-03-12,240,56.54843971912147,0,19,east,0
816,2026-03-17,114,59.515880801692106,4,69,south,1
817,2026-01-04,809,53.65062542315103,4,65,north,1
818,2026-01-10,1040,41.33506717230706,2,80,west,1
819,2026-03-01,153,42.543538438166976,0,5,east,0
820,2026-03-31,849,38.586534531118126,2,34,west,0
821,2026-01-03,649,84.521111316225,2,7,west,0
822,2026-03-01,996,53.338680469491635,1,36,west,0
823,2026-01-13,153,38.04299337972848,2,68,east,1
824,2026-02-28,1171,51.982451612494195,3,57,east,1
825,2026-02-26,743,29.836966232155238,2,67,east,1
826,2026-01-09,1010,67.5676007788384,2,66,south,1
827,2026-03-03,434,35.0839635628929,1,89,north,1
828,2026-03-22,1132,52.51628148933699,0,79,south,1
829,2026-03-19,752,60.98966444614702,1,52,south,1
830,2026-01-03,153,50.77152816307489,3,78,north,1
831,2026-01-23,1107,46.41704987729457,1,4,west,0
832,2026-01-22,955,45.162031272840224,1,64,west,1
833,2026-02-10,360,44.15338354669339,2,46,south,1
834,2026-01-13,655,36.349522666087466,0,86,south,1
835,2026-03-18,466,38.257748553454434,1,45,west,1
836,2026-03-11,652,67.19385560476402,1,16,south,0
837,2026-03-14,1158,43.37195050972265,2,65,east,1
838,2026-01-18,1078,33.213055959258405,0,85,east,1
839,2026-01-02,259,37.25553604707737,1,1,south,0
840,2026-03-23,1166,61.50556021045834,0,5,west,0
841,2026-01-27,526,55.134099497467176,1,59,north,1
842,2026-03-01,846,53.40493767348386,2,50,north,1
843,2026-03-23,917,41.13718201635313,0,49,east,1
844,2026-01-04,580,53.600437052594174,3,8,east,1
845,2026-01-01,548,35.34658312574028,0,51,west,1
846,2026-01-01,548,41.10578952981338,0,51,east,1
847,2026-01-15,1035,59.54706731087618,2,76,north,1
848,2026-01-05,464,58.114165183785964,1,35,west,0
849,2026-03-15,336,30.271352310737953,1,31,south,0
850,2026-02-24,434,32.167103206371365,3,7,north,1
851,2026-03-30,234,46.630532292201146,2,51,east,1
852,2026-03-14,470,70.89198562004265,0,58,north,1
853,2026-03-28,137,16.266522532965087,1,25,south,0
854,2026-01-22,108,49.174994093557565,0,65,south,1
855,2026-01-26,868,24.359350026402776,0,84,north,1
856,2026-03-18,93,35.485035097116814,0,15,west,0
857,2026-01-23,682,39.53357372903638,1,51,east,1
858,2026-01-06,936,38.69237484844663,0,62,west,1
859,2026-03-02,869,36.993060905111875,1,1,south,0
860,2026-03-14,535,45.10810590564555,1,16,east,0
861,2026-03-29,233,36.97116650054132,3,35,west,1
862,2026-03-25,1116,23.063139227187712,0,12,north,0
863,2026-01-11,1002,56.698044187841646,0,31,west,0
864,2026-03-11,735,56.29308250723321,1,13,north,0
865,2026-03-18,105,57.64761465034003,2,80,west,1
866,2026-03-04,43,21.888982556038773,1,53,east,1
867,2026-03-15,378,49.48377228876226,1,29,east,0
868,2026-03-17,189,55.13968283710385,2,70,north,1
869,2026-02-10,1032,29.531968973406222,1,1,east,0
870,2026-01-04,247,45.13759872273194,0,53,east,1
871,2026-02-11,339,43.25600032034451,3,61,west,1
872,2026-01-19,1170,72.63225987852395,1,72,west,1
873,2026-01-11,982,73.8674405551886,0,20,south,0
874,2026-01-12,263,20.03465410004699,1,53,south,1
875,2026-03-04,460,82.40890508591984,1,69,south,1
876,2026-02-15,619,31.27161418270014,0,71,south,1
877,2026-02-18,797,59.71009941491138,4,15,north,1
878,2026-03-09,1123,59.557469712955964,1,87,north,1
879,2026-02-19,1045,30.0646465973729,1,24,west,0
880,2026-02-26,1172,52.399016907586486,1,35,south,0
881,2026-01-08,49,43.38699383600904,3,17,south,1
882,2026-03-18,284,53.31495006948586,1,13,east,0
883,2026-02-10,676,48.460084535709385,1,22,east,0
884,2026-01-14,59,62.94509228055371,0,12,south,0
885,2026-03-15,427,46.130993147190935,1,65,west,1
886,2026-03-08,185,42.48188895860533,1,53,north,1
887,2026-01-05,1119,61.4409634958577,3,35,south,1
888,2026-01-18,76,53.70593947287905,1,49,north,1
889,2026-01-02,178,55.97720091481332,0,54,east,1
890,2026-01-25,234,35.03119991612105,0,16,north,0
891,2026-01-09,179,29.32105827902289,1,26,west,0
892,2026-03-05,682,36.48416785120948,1,79,east,1
893,2026-02-17,437,35.687679214791174,1,1,north,0
894,2026-03-30,1095,56.792989029793716,0,86,east,1
895,2026-03-09,313,59.63976075441077,1,86,south,1
896,2026-02-25,645,42.67304565701399,1,22,east,0
897,2026-02-15,792,66.46378528236528,1,28,north,0
898,2026-01-05,751,65.52704090647694,0,18,east,0
899,2026-01-07,955,48.65098374600809,0,50,north,1
900,2026-02-25,243,32.671623426854396,1,19,north,0
901,2026-01-01,609,68.6306497415331,1,71,east,1
902,2026-01-04,960,44.08473973457388,1,34,east,0
903,2026-01-20,1035,46.892477946464616,2,87,south,1
904,2026-03-21,741,39.90592461590147,0,76,north,1
905,2026-02-11,782,31.653145105542038,3,36,south,1
906,2026-03-05,1037,22.970408545270622,1,53,west,1
907,2026-02-07,750,54.49302485335932,0,2,east,0
908,2026-01-16,1138,33.24898419155069,2,6,north,0
909,2026-02-03,153,90.89296843495235,1,45,west,1
910,2026-01-09,418,28.708896260812814,1,42,south,1
911,2026-03-11,135,26.13926287527945,0,35,east,0
912,2026-01-17,109,52.65208073420162,2,8,north,0
913,2026-02-03,566,67.93970218450943,0,75,south,1
914,2026-03-30,271,45.96884485414832,4,36,west,1
915,2026-02-23,489,53.58363630280911,4,42,south,1
916,2026-02-11,525,17.346788738119354,0,36,north,0
917,2026-02-18,745,34.837326814623495,1,44,north,1
918,2026-03-12,1134,28.895764062936497,0,58,west,1
919,2026-01-23,1019,16.574312250781784,2,68,west,1
920,2026-02-27,454,46.754703510358304,4,49,north,1
921,2026-03-20,391,11.357585675843495,1,14,west,0
922,2026-02-21,925,25.16706050868827,0,78,west,1
923,2026-02-10,149,36.94209308979873,0,25,south,0
924,2026-01-14,649,32.53071246073385,5,1,east,1
925,2026-01-23,508,50.946127533106015,3,3,south,1
926,2026-03-27,220,49.5837028785372,0,69,north,1
927,2026-02-18,740,58.40698118903185,1,34,east,0
928,2026-01-28,385,56.28575599069017,1,2,north,0
929,2026-02-07,223,62.112191840420714,0,73,south,1
930,2026-02-22,784,44.971223999864186,0,27,south,0
931,2026-02-18,209,49.552003512250046,3,88,north,1
932,2026-03-04,807,52.67270552878787,0,79,west,1
933,2026-01-24,195,47.12485046086539,1,4,east,0
934,2026-02-28,522,39.04208535124389,0,62,west,1
935,2026-02-09,969,40.01336198490345,3,54,east,1
936,2026-03-26,275,32.73662402505052,1,15,north,0
937,2026-01-15,921,51.32425244864744,0,30,south,0
938,2026-01-14,866,43.589772388722665,1,44,south,1
939,2026-02-11,1083,35.05239374044853,2,13,west,0
940,2026-02-15,203,35.06632771013111,0,64,north,1
941,2026-03-04,858,26.84401908325817,0,24,east,0
942,2026-02-06,1124,59.68262011855799,0,84,north,1
943,2026-03-24,915,46.179265042976816,3,72,west,1
944,2026-02-12,226,32.05799970640095,1,57,east,1
945,2026-01-12,986,57.12821624403027,1,10,south,0
946,2026-01-11,129,36.593267853084406,2,2,south,0
947,2026-03-29,707,23.90249059481651,0,13,south,0
948,2026-01-13,597,60.318334338286995,0,44,north,1
949,2026-03-27,637,36.94354515650831,1,70,east,1
950,2026-01-26,623,38.86651364686816,0,13,west,0
951,2026-01-09,38,45.61770030523766,0,63,north,1
952,2026-01-28,610,62.138838341851724,2,4,east,0
953,2026-02-25,1124,45.300559362994676,1,23,east,0
954,2026-02-08,524,27.013243107821545,1,53,west,1
955,2026-03-12,333,53.158155061682706,0,74,west,1
956,2026-02-24,1193,37.72515413607414,1,69,north,1
957,2026-02-06,119,73.31885957294199,0,47,north,1
958,2026-02-27,584,44.98320417003165,2,3,west,0
959,2026-03-29,615,11.474467531520006,1,26,north,0
960,2026-02-07,574,50.36047458233511,0,70,east,1
961,2026-01-14,1106,74.16896688390342,0,7,west,0
962,2026-02-06,506,68.63880432818084,3,63,east,1
963,2026-03-17,1167,72.46431433134848,0,63,north,1
964,2026-01-20,81,29.703597219278045,2,67,north,1
965,2026-03-27,880,58.68228593965168,1,19,east,0
966,2026-02-22,711,34.170081903949324,3,22,west,1
967,2026-02-24,289,48.36434099125387,1,17,south,0
968,2026-01-29,274,25.905713568904012,1,35,east,0
969,2026-03-24,863,35.33316352675926,0,47,west,1
970,2026-01-04,765,34.85629953954577,1,10,west,0
971,2026-01-27,733,58.47832920213924,2,51,east,1
972,2026-02-07,61,57.01078682504483,1,21,east,0
973,2026-02-12,717,49.152295939962315,1,50,west,1
974,2026-02-12,1177,24.74367872916922,0,27,west,0
975,2026-01-14,21,40.3254084907542,1,85,south,1
976,2026-01-21,563,33.80825275585911,1,28,east,0
977,2026-01-09,593,58.045136350417366,1,78,south,1
978,2026-02-21,1076,62.67277279225777,0,15,west,0
979,2026-02-01,340,60.845783790463244,1,7,north,0
980,2026-02-20,571,33.67170870874469,0,16,north,0
981,2026-02-23,860,3.9070031656578124,2,37,south,0
982,2026-03-05,73,18.495571528049187,1,81,north,1
983,2026-02-19,961,66.32440467123313,1,15,east,0
984,2026-02-28,986,38.98117591020264,0,70,east,1
985,2026-02-22,863,33.73913072602331,1,62,west,1
986,2026-02-28,778,69.6399044015435,0,31,east,0
987,2026-02-25,897,63.9773991823249,0,30,east,0
988,2026-01-29,938,45.3667308287968,2,85,east,1
989,2026-01-23,1084,40.59895363404039,1,64,north,1
990,2026-03-12,514,43.01848180780312,4,21,east,1
991,2026-01-31,547,48.40744197581199,0,82,north,1
992,2026-02-19,765,69.00070921979412,1,36,east,0
993,2026-01-18,232,51.3370113635584,1,7,west,0
994,2026-02-08,1027,55.89043549558712,0,73,west,1
995,2026-02-17,924,62.53905163605257,3,78,east,1
996,2026-02-26,757,27.454859984633718,3,39,south,1
997,2026-02-17,362,56.32292838711064,1,63,west,1
998,2026-02-02,417,40.58146868007583,2,21,west,0
999,2026-03-28,522,7.258572063408508,1,76,south,1
1000,2026-02-16,795,13.07745687021282,2,33,north,0
1001,2026-03-14,933,29.728235827219716,1,24,east,0
1002,2026-03-08,806,52.968348428888724,1,45,east,1
1003,2026-02-20,1115,46.706993480104444,2,24,west,0
1004,2026-03-21,1152,47.76550060763496,0,55,west,1
1005,2026-01-12,846,74.26415224030038,2,67,north,1
1006,2026-03-24,445,25.963655777102815,3,36,south,1
1007,2026-03-18,719,44.588499687244145,0,70,west,1
1008,2026-02-15,510,49.56653284220724,1,38,south,0
1009,2026-03-08,755,33.955903251924966,2,87,south,1
1010,2026-02-16,974,45.42490117624411,2,23,south,0
1011,2026-01-25,443,21.000759988734828,1,63,south,1
1012,2026-03-13,607,66.14859325912542,0,48,east,1
1013,2026-01-23,55,34.775781712043496,0,84,south,1
1014,2026-01-29,884,75.47100247167754,1,19,south,0
1015,2026-02-16,588,44.51288514123817,0,17,south,0
1016,2026-03-17,552,60.42080348098774,0,78,north,1
1017,2026-02-04,639,44.20045696513269,1,81,west,1
1018,2026-02-14,259,44.53884251609205,1,67,west,1
1019,2026-01-04,717,36.239560001669886,1,42,south,1
1020,2026-01-11,894,46.78685894049416,0,36,north,0
1021,2026-01-06,420,49.769980416210714,2,59,east,1
1022,2026-01-07,158,33.2361223662723,1,67,east,1
1023,2026-03-20,464,43.124333762101735,0,24,east,0
1024,2026-03-17,239,35.84851700914329,1,0,east,0
